RecipeID,Recipe Name,Tier,Recipe Summary,Brew Summary,Amount of Ingredients,Amount of Potions,Total Magimin,Rarity,Stars,Cost,Value,Profit,Profit Ratio,Unique ingredient string,Unique Ingredient ID's,,,,,,,,,,,,,,count unique ingredients,,,,,,,,,,,,,
perf5491,Thunder Tonic,2,"1x Giantstool Mushroom
1x Photonic Spore
1x Widowmaker Pepper",1x Common Thunder Tonic 5*,3,1,148,Common,5,218,89,-129,-0.591,"77,140,201",77,140,201,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5492,Thunder Tonic,2,"2x Giantstool Mushroom
2x Photonic Spore
2x Widowmaker Pepper",3x Grand Thunder Tonic 0*,6,3,296,Grand,0,436,752,316,0.724,"77,140,201",77,140,201,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5493,Thunder Tonic,2,"3x Giantstool Mushroom
3x Photonic Spore
3x Widowmaker Pepper",4x Grand Thunder Tonic 5*,9,4,444,Grand,5,654,1806,1152,1.762,"77,140,201",77,140,201,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5494,Thunder Tonic,2,"4x Giantstool Mushroom
4x Photonic Spore
4x Widowmaker Pepper",6x Superior Thunder Tonic 3*,12,6,592,Superior,3,872,4817,3945,4.524,"77,140,201",77,140,201,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5495,Mana Potion,1,"1x Giantstool Mushroom
1x Pixiedust Diamond
1x Rotfly Adult",1x Minor Mana Potion 4*,3,1,48,Minor,4,92,32,-60,-0.652,"77,141,152",77,141,152,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5496,Mana Potion,1,"2x Giantstool Mushroom
2x Pixiedust Diamond
2x Rotfly Adult",3x Common Mana Potion 2*,6,3,96,Common,2,184,171,-13,-0.071,"77,141,152",77,141,152,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5497,Mana Potion,1,"3x Giantstool Mushroom
3x Pixiedust Diamond
3x Rotfly Adult",4x Common Mana Potion 5*,9,4,144,Common,5,276,324,48,0.175,"77,141,152",77,141,152,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5498,Mana Potion,1,"4x Giantstool Mushroom
4x Pixiedust Diamond
4x Rotfly Adult",6x Greater Mana Potion 1*,12,6,192,Greater,1,368,683,315,0.857,"77,141,152",77,141,152,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5499,Mana Potion,1,"1x Giantstool Mushroom
1x Rotfly Adult
1x Spider's-Bait Diamond",1x Common Mana Potion 1*,3,1,80,Common,1,128,51,-77,-0.604,"77,152,182",77,152,182,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5500,Mana Potion,1,"2x Giantstool Mushroom
2x Rotfly Adult
2x Spider's-Bait Diamond",3x Greater Mana Potion 0*,6,3,160,Greater,0,256,304,48,0.187,"77,152,182",77,152,182,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5501,Mana Potion,1,"3x Giantstool Mushroom
3x Rotfly Adult
3x Spider's-Bait Diamond",4x Greater Mana Potion 4*,9,4,240,Greater,4,384,649,265,0.689,"77,152,182",77,152,182,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5502,Mana Potion,1,"4x Giantstool Mushroom
4x Rotfly Adult
4x Spider's-Bait Diamond",6x Grand Mana Potion 1*,12,6,320,Grand,1,512,1538,1026,2.003,"77,152,182",77,152,182,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5503,Mana Potion,1,"1x Giantstool Mushroom
1x Rotfly Cocoon
1x Unicorn Horn",1x Minor Mana Potion 4*,3,1,40,Minor,4,71,32,-39,-0.549,"77,153,195",77,153,195,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5504,Mana Potion,1,"2x Giantstool Mushroom
2x Rotfly Cocoon
2x Unicorn Horn",3x Common Mana Potion 1*,6,3,80,Common,1,142,152,10,0.070,"77,153,195",77,153,195,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5505,Mana Potion,1,"3x Giantstool Mushroom
3x Rotfly Cocoon
3x Unicorn Horn",4x Common Mana Potion 4*,9,4,120,Common,4,213,288,75,0.354,"77,153,195",77,153,195,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5506,Mana Potion,1,"4x Giantstool Mushroom
4x Rotfly Cocoon
4x Unicorn Horn",6x Greater Mana Potion 0*,12,6,160,Greater,0,284,608,324,1.139,"77,153,195",77,153,195,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5507,Mana Potion,1,"1x Giantstool Mushroom
1x Rotfly Matriarch
1x Trollstool Mushroom",1x Common Mana Potion 0*,3,1,64,Common,0,125,45,-80,-0.640,"77,155,193",77,155,193,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5508,Mana Potion,1,"2x Giantstool Mushroom
2x Rotfly Matriarch
2x Trollstool Mushroom",3x Common Mana Potion 4*,6,3,128,Common,4,250,216,-34,-0.135,"77,155,193",77,155,193,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5509,Mana Potion,1,"3x Giantstool Mushroom
3x Rotfly Matriarch
3x Trollstool Mushroom",4x Greater Mana Potion 1*,9,4,192,Greater,1,375,456,81,0.215,"77,155,193",77,155,193,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5510,Mana Potion,1,"4x Giantstool Mushroom
4x Rotfly Matriarch
4x Trollstool Mushroom",6x Greater Mana Potion 4*,12,6,256,Greater,4,500,973,473,0.946,"77,155,193",77,155,193,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5511,Mana Potion,1,"1x Giantstool Mushroom
1x Rotfly Mutant
1x Salamander's Fiery Tongue",1x Common Mana Potion 1*,3,1,88,Common,1,136,51,-85,-0.628,"77,156,161",77,156,161,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5512,Mana Potion,1,"2x Giantstool Mushroom
2x Rotfly Mutant
2x Salamander's Fiery Tongue",3x Greater Mana Potion 1*,6,3,176,Greater,1,272,342,70,0.256,"77,156,161",77,156,161,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5513,Mana Potion,1,"3x Giantstool Mushroom
3x Rotfly Mutant
3x Salamander's Fiery Tongue",4x Greater Mana Potion 5*,9,4,264,Greater,5,408,730,322,0.789,"77,156,161",77,156,161,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5514,Mana Potion,1,"4x Giantstool Mushroom
4x Rotfly Mutant
4x Salamander's Fiery Tongue",6x Grand Mana Potion 2*,12,6,352,Grand,2,544,1730,1186,2.180,"77,156,161",77,156,161,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5515,Thunder Tonic,2,"1x Giantstool Mushroom
1x Rottermelon
1x Snowflake Spore",1x Greater Thunder Tonic 1*,3,1,172,Greater,1,213,125,-88,-0.412,"77,157,177",77,157,177,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5516,Thunder Tonic,2,"2x Giantstool Mushroom
2x Rottermelon
2x Snowflake Spore",3x Grand Thunder Tonic 1*,6,3,344,Grand,1,426,846,420,0.985,"77,157,177",77,157,177,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5517,Thunder Tonic,2,"3x Giantstool Mushroom
3x Rottermelon
3x Snowflake Spore",4x Superior Thunder Tonic 1*,9,4,516,Superior,1,639,2537,1898,2.971,"77,157,177",77,157,177,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5518,Thunder Tonic,2,"4x Giantstool Mushroom
4x Rottermelon
4x Snowflake Spore",6x Superior Thunder Tonic 5*,12,6,688,Superior,5,852,6096,5244,6.155,"77,157,177",77,157,177,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5519,Thunder Tonic,2,"1x Giantstool Mushroom
1x Shadowveil Pearl
1x Widowmaker Pepper",1x Common Thunder Tonic 4*,3,1,128,Common,4,204,79,-125,-0.611,"77,169,201",77,169,201,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5520,Thunder Tonic,2,"2x Giantstool Mushroom
2x Shadowveil Pearl
2x Widowmaker Pepper",3x Greater Thunder Tonic 4*,6,3,256,Greater,4,408,535,127,0.312,"77,169,201",77,169,201,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5521,Thunder Tonic,2,"3x Giantstool Mushroom
3x Shadowveil Pearl
3x Widowmaker Pepper",4x Grand Thunder Tonic 3*,9,4,384,Grand,3,612,1427,815,1.332,"77,169,201",77,169,201,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5522,Thunder Tonic,2,"4x Giantstool Mushroom
4x Shadowveil Pearl
4x Widowmaker Pepper",6x Superior Thunder Tonic 1*,12,6,512,Superior,1,816,3806,2990,3.664,"77,169,201",77,169,201,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5523,Thunder Tonic,2,"1x Giantstool Mushroom
1x Trollstool Mushroom
1x Watchdog Daisy",1x Common Thunder Tonic 2*,3,1,96,Common,2,143,63,-80,-0.562,"77,193,198",77,193,198,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5524,Thunder Tonic,2,"2x Giantstool Mushroom
2x Trollstool Mushroom
2x Watchdog Daisy",3x Greater Thunder Tonic 1*,6,3,192,Greater,1,286,376,90,0.314,"77,193,198",77,193,198,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5525,Thunder Tonic,2,"3x Giantstool Mushroom
3x Trollstool Mushroom
3x Watchdog Daisy",4x Greater Thunder Tonic 5*,9,4,288,Greater,5,429,803,374,0.871,"77,193,198",77,193,198,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5526,Thunder Tonic,2,"4x Giantstool Mushroom
4x Trollstool Mushroom
4x Watchdog Daisy",6x Grand Thunder Tonic 3*,12,6,384,Grand,3,572,2141,1569,2.743,"77,193,198",77,193,198,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5527,Mana Potion,1,"1x Giantstool Mushroom
1x Trollstool Mushroom
1x Weeping Metal Ore",1x Common Mana Potion 4*,3,1,128,Common,4,126,72,-54,-0.428,"77,193,199",77,193,199,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5528,Mana Potion,1,"2x Giantstool Mushroom
2x Trollstool Mushroom
2x Weeping Metal Ore",3x Greater Mana Potion 4*,6,3,256,Greater,4,252,487,235,0.931,"77,193,199",77,193,199,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5529,Mana Potion,1,"3x Giantstool Mushroom
3x Trollstool Mushroom
3x Weeping Metal Ore",4x Grand Mana Potion 3*,9,4,384,Grand,3,378,1297,919,2.432,"77,193,199",77,193,199,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5530,Mana Potion,1,"4x Giantstool Mushroom
4x Trollstool Mushroom
4x Weeping Metal Ore",6x Superior Mana Potion 1*,12,6,512,Superior,1,504,3460,2956,5.865,"77,193,199",77,193,199,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5531,Speed Potion,2,"1x Glass Ore
1x Hallucinatory Shroom
1x Murkwater Pearl",1x Common Speed Potion 0*,3,1,60,Common,0,87,54,-33,-0.379,"78,84,126",78,84,126,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5532,Speed Potion,2,"2x Glass Ore
2x Hallucinatory Shroom
2x Murkwater Pearl",3x Common Speed Potion 4*,6,3,120,Common,4,174,259,85,0.491,"78,84,126",78,84,126,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5533,Speed Potion,2,"3x Glass Ore
3x Hallucinatory Shroom
3x Murkwater Pearl",4x Greater Speed Potion 1*,9,4,180,Greater,1,261,547,286,1.095,"78,84,126",78,84,126,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5534,Speed Potion,2,"4x Glass Ore
4x Hallucinatory Shroom
4x Murkwater Pearl",6x Greater Speed Potion 4*,12,6,240,Greater,4,348,1168,820,2.356,"78,84,126",78,84,126,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5535,Speed Potion,2,"1x Glass Ore
1x Hallucinatory Shroom
1x Wraith Orchid",1x Common Speed Potion 0*,3,1,60,Common,0,79,54,-25,-0.316,"78,84,204",78,84,204,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5536,Speed Potion,2,"2x Glass Ore
2x Hallucinatory Shroom
2x Wraith Orchid",3x Common Speed Potion 4*,6,3,120,Common,4,158,259,101,0.642,"78,84,204",78,84,204,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5537,Speed Potion,2,"3x Glass Ore
3x Hallucinatory Shroom
3x Wraith Orchid",4x Greater Speed Potion 1*,9,4,180,Greater,1,237,547,310,1.307,"78,84,204",78,84,204,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5538,Speed Potion,2,"4x Glass Ore
4x Hallucinatory Shroom
4x Wraith Orchid",6x Greater Speed Potion 4*,12,6,240,Greater,4,316,1168,852,2.695,"78,84,204",78,84,204,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5539,Ice Tonic,2,"1x Glass Ore
1x Horned Jelly
1x Shelled Pudding",1x Common Ice Tonic 2*,3,1,100,Common,2,134,57,-77,-0.575,"78,91,171",78,91,171,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5540,Ice Tonic,2,"2x Glass Ore
2x Horned Jelly
2x Shelled Pudding",3x Greater Ice Tonic 2*,6,3,200,Greater,2,268,384,116,0.434,"78,91,171",78,91,171,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5541,Ice Tonic,2,"3x Glass Ore
3x Horned Jelly
3x Shelled Pudding",4x Grand Ice Tonic 0*,9,4,300,Grand,0,402,911,509,1.267,"78,91,171",78,91,171,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5542,Ice Tonic,2,"4x Glass Ore
4x Horned Jelly
4x Shelled Pudding",6x Grand Ice Tonic 4*,12,6,400,Grand,4,536,2189,1653,3.085,"78,91,171",78,91,171,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5543,Tolerance Potion,4,"1x Glass Ore
1x Jelly Blossom
1x Murkwater Pearl",1x Common Tolerance Potion 0*,3,1,60,Common,0,106,63,-43,-0.406,"78,96,126",78,96,126,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5544,Tolerance Potion,4,"2x Glass Ore
2x Jelly Blossom
2x Murkwater Pearl",3x Common Tolerance Potion 4*,6,3,120,Common,4,212,303,91,0.428,"78,96,126",78,96,126,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5545,Tolerance Potion,4,"3x Glass Ore
3x Jelly Blossom
3x Murkwater Pearl",4x Greater Tolerance Potion 1*,9,4,180,Greater,1,318,638,320,1.006,"78,96,126",78,96,126,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5546,Tolerance Potion,4,"4x Glass Ore
4x Jelly Blossom
4x Murkwater Pearl",6x Greater Tolerance Potion 4*,12,6,240,Greater,4,424,1362,938,2.213,"78,96,126",78,96,126,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5547,Tolerance Potion,4,"1x Glass Ore
1x Jelly Blossom
1x Wraith Orchid",1x Common Tolerance Potion 0*,3,1,60,Common,0,98,63,-35,-0.357,"78,96,204",78,96,204,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5548,Tolerance Potion,4,"2x Glass Ore
2x Jelly Blossom
2x Wraith Orchid",3x Common Tolerance Potion 4*,6,3,120,Common,4,196,303,107,0.545,"78,96,204",78,96,204,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5549,Tolerance Potion,4,"3x Glass Ore
3x Jelly Blossom
3x Wraith Orchid",4x Greater Tolerance Potion 1*,9,4,180,Greater,1,294,638,344,1.170,"78,96,204",78,96,204,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5550,Tolerance Potion,4,"4x Glass Ore
4x Jelly Blossom
4x Wraith Orchid",6x Greater Tolerance Potion 4*,12,6,240,Greater,4,392,1362,970,2.475,"78,96,204",78,96,204,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5551,Thunder Tonic,2,"1x Glass Ore
1x Mandragon Root
1x Murkwater Pearl",1x Common Thunder Tonic 0*,3,1,60,Common,0,85,50,-35,-0.418,"78,116,126",78,116,126,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5552,Thunder Tonic,2,"2x Glass Ore
2x Mandragon Root
2x Murkwater Pearl",3x Common Thunder Tonic 4*,6,3,120,Common,4,170,238,68,0.399,"78,116,126",78,116,126,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5553,Thunder Tonic,2,"3x Glass Ore
3x Mandragon Root
3x Murkwater Pearl",4x Greater Thunder Tonic 1*,9,4,180,Greater,1,255,501,246,0.965,"78,116,126",78,116,126,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5554,Thunder Tonic,2,"4x Glass Ore
4x Mandragon Root
4x Murkwater Pearl",6x Greater Thunder Tonic 4*,12,6,240,Greater,4,340,1070,730,2.148,"78,116,126",78,116,126,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5555,Thunder Tonic,2,"1x Glass Ore
1x Mandragon Root
1x Wraith Orchid",1x Common Thunder Tonic 0*,3,1,60,Common,0,77,50,-27,-0.357,"78,116,204",78,116,204,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5556,Thunder Tonic,2,"2x Glass Ore
2x Mandragon Root
2x Wraith Orchid",3x Common Thunder Tonic 4*,6,3,120,Common,4,154,238,84,0.545,"78,116,204",78,116,204,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5557,Thunder Tonic,2,"3x Glass Ore
3x Mandragon Root
3x Wraith Orchid",4x Greater Thunder Tonic 1*,9,4,180,Greater,1,231,501,270,1.170,"78,116,204",78,116,204,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5558,Thunder Tonic,2,"4x Glass Ore
4x Mandragon Root
4x Wraith Orchid",6x Greater Thunder Tonic 4*,12,6,240,Greater,4,308,1070,762,2.475,"78,116,204",78,116,204,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5559,Thunder Tonic,2,"1x Glass Ore
1x Mandrake Root
1x Miasma Spore",1x Minor Thunder Tonic 4*,3,1,48,Minor,4,60,35,-25,-0.413,"78,117,121",78,117,121,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5560,Thunder Tonic,2,"2x Glass Ore
2x Mandrake Root
2x Miasma Spore",3x Common Thunder Tonic 2*,6,3,96,Common,2,120,188,68,0.566,"78,117,121",78,117,121,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5561,Thunder Tonic,2,"3x Glass Ore
3x Mandrake Root
3x Miasma Spore",4x Common Thunder Tonic 5*,9,4,144,Common,5,180,357,177,0.982,"78,117,121",78,117,121,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5562,Thunder Tonic,2,"4x Glass Ore
4x Mandrake Root
4x Miasma Spore",6x Greater Thunder Tonic 1*,12,6,192,Greater,1,240,752,512,2.132,"78,117,121",78,117,121,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5563,Thunder Tonic,2,"1x Glass Ore
1x Mandrake Root
1x Trollstool Mushroom",1x Minor Thunder Tonic 3*,3,1,36,Minor,3,50,31,-19,-0.374,"78,117,193",78,117,193,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5564,Thunder Tonic,2,"2x Glass Ore
2x Mandrake Root
2x Trollstool Mushroom",3x Common Thunder Tonic 0*,6,3,72,Common,0,100,149,49,0.485,"78,117,193",78,117,193,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5565,Thunder Tonic,2,"3x Glass Ore
3x Mandrake Root
3x Trollstool Mushroom",4x Common Thunder Tonic 3*,9,4,108,Common,3,150,282,132,0.879,"78,117,193",78,117,193,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5566,Thunder Tonic,2,"4x Glass Ore
4x Mandrake Root
4x Trollstool Mushroom",6x Common Thunder Tonic 5*,12,6,144,Common,5,200,535,335,1.676,"78,117,193",78,117,193,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5567,Alertness Enhancer,2,"1x Glass Ore
1x Manwyrm Root
1x Qilin's Tri-Horn",1x Common Alertness Enhancer 0*,3,1,60,Common,0,56,59,3,0.045,"78,118,145",78,118,145,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5568,Alertness Enhancer,2,"2x Glass Ore
2x Manwyrm Root
2x Qilin's Tri-Horn",3x Common Alertness Enhancer 4*,6,3,120,Common,4,112,281,169,1.510,"78,118,145",78,118,145,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5569,Alertness Enhancer,2,"3x Glass Ore
3x Manwyrm Root
3x Qilin's Tri-Horn",4x Greater Alertness Enhancer 1*,9,4,180,Greater,1,168,592,424,2.526,"78,118,145",78,118,145,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5570,Alertness Enhancer,2,"4x Glass Ore
4x Manwyrm Root
4x Qilin's Tri-Horn",6x Greater Alertness Enhancer 4*,12,6,240,Greater,4,224,1265,1041,4.647,"78,118,145",78,118,145,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5571,Thunder Tonic,2,"1x Glass Ore
1x Manwyrm Root
1x Widowmaker Pepper",1x Common Thunder Tonic 4*,3,1,124,Common,4,164,79,-85,-0.517,"78,118,201",78,118,201,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5572,Thunder Tonic,2,"2x Glass Ore
2x Manwyrm Root
2x Widowmaker Pepper",3x Greater Thunder Tonic 4*,6,3,248,Greater,4,328,535,207,0.632,"78,118,201",78,118,201,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5573,Thunder Tonic,2,"3x Glass Ore
3x Manwyrm Root
3x Widowmaker Pepper",4x Grand Thunder Tonic 3*,9,4,372,Grand,3,492,1427,935,1.901,"78,118,201",78,118,201,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5574,Thunder Tonic,2,"4x Glass Ore
4x Manwyrm Root
4x Widowmaker Pepper",6x Superior Thunder Tonic 0*,12,6,496,Superior,0,656,3383,2727,4.157,"78,118,201",78,118,201,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5575,Thunder Tonic,2,"1x Glass Ore
1x Murkwater Pearl
1x Reef Radish",1x Common Thunder Tonic 0*,3,1,60,Common,0,83,50,-33,-0.404,"78,126,148",78,126,148,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5576,Thunder Tonic,2,"2x Glass Ore
2x Murkwater Pearl
2x Reef Radish",3x Common Thunder Tonic 4*,6,3,120,Common,4,166,238,72,0.433,"78,126,148",78,126,148,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5577,Thunder Tonic,2,"3x Glass Ore
3x Murkwater Pearl
3x Reef Radish",4x Greater Thunder Tonic 1*,9,4,180,Greater,1,249,501,252,1.013,"78,126,148",78,126,148,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5578,Thunder Tonic,2,"4x Glass Ore
4x Murkwater Pearl
4x Reef Radish",6x Greater Thunder Tonic 4*,12,6,240,Greater,4,332,1070,738,2.224,"78,126,148",78,126,148,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5579,Speed Potion,2,"1x Glass Ore
1x Murkwater Pearl
1x Sack of Composite Slime",1x Common Speed Potion 0*,3,1,60,Common,0,87,54,-33,-0.379,"78,126,158",78,126,158,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5580,Speed Potion,2,"2x Glass Ore
2x Murkwater Pearl
2x Sack of Composite Slime",3x Common Speed Potion 4*,6,3,120,Common,4,174,259,85,0.491,"78,126,158",78,126,158,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5581,Speed Potion,2,"3x Glass Ore
3x Murkwater Pearl
3x Sack of Composite Slime",4x Greater Speed Potion 1*,9,4,180,Greater,1,261,547,286,1.095,"78,126,158",78,126,158,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5582,Speed Potion,2,"4x Glass Ore
4x Murkwater Pearl
4x Sack of Composite Slime",6x Greater Speed Potion 4*,12,6,240,Greater,4,348,1168,820,2.356,"78,126,158",78,126,158,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5583,Tolerance Potion,4,"1x Glass Ore
1x Murkwater Pearl
1x Static Spiderling",1x Common Tolerance Potion 0*,3,1,60,Common,0,101,63,-38,-0.376,"78,126,187",78,126,187,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5584,Tolerance Potion,4,"2x Glass Ore
2x Murkwater Pearl
2x Static Spiderling",3x Common Tolerance Potion 4*,6,3,120,Common,4,202,303,101,0.499,"78,126,187",78,126,187,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf5585,Tolerance Potion,4,"3x Glass Ore
3x Murkwater Pearl
3x Static Spiderling",4x Greater Tolerance Potion 1*,9,4,180,Greater,1,303,638,335,1.105,"78,126,187",78,126,187,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf5586,Tolerance Potion,4,"4x Glass Ore
4x Murkwater Pearl
4x Static Spiderling",6x Greater Tolerance Potion 4*,12,6,240,Greater,4,404,1362,958,2.372,"78,126,187",78,126,187,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf5587,Ice Tonic,2,"1x Glass Ore
1x Puckberry
1x Shelled Pudding",1x Common Ice Tonic 2*,3,1,100,Common,2,130,57,-73,-0.562,"78,144,171",78,144,171,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf5588,Ice Tonic,2,"2x Glass Ore
2x Puckberry
2x Shelled Pudding",3x Greater Ice Tonic 2*,6,3,200,Greater,2,260,384,124,0.479,"78,144,171",78,144,171,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
